mergeKey,classification,severity,action,comment
9dcda7bb6ef2b30797187b86390243a3,Intentional,Unspecified,Undecided,
dc8175da5355a8a00bb1e4ea2d727f90,Pending,Unspecified,Modeling Required,model for verify
c500929dc9d2585e04dfa4d1d4cf20d6,Intentional,Unspecified,Undecided,
a6f097e0618e630418c98313e4c273be,Intentional,Unspecified,Undecided,
9ec065ae57fb8fee4cf3f4c651c242c6,Pending,Unspecified,Modeling Required,model for verify
2173cb9f5b577de2dec396337313f41e,Intentional,Unspecified,Undecided,
a4ba2a0c41beea34d72c75342e45fac4,Intentional,Unspecified,Undecided,
830440bf9ed4d3699833e807db8f6881,Pending,Unspecified,Modeling Required,model for verify
23f629aedb7ed2dde484796a94bf748d,Intentional,Unspecified,Undecided,
49097af0c6933e947b9fd8d39311daf2,Intentional,Unspecified,Undecided,
eec243c0dada49494ca67bb8b3c2ad99,Pending,Unspecified,Modeling Required,model for verify
8736edad806e6c16ce61abaf45136f5b,Intentional,Unspecified,Undecided,
5546f3e4ff21a51cb683ff16a8f60d80,Intentional,Unspecified,Undecided,
af0b3d32bb1a0f37a34a392a5ed0a953,Intentional,Unspecified,Undecided,
487c830a138959ebc5fa6851edcb665e,Intentional,Unspecified,Undecided,
38fe102927081029659ddb9c0357489b,Pending,Unspecified,Modeling Required,model for verify
f5120482d30f4fd83fbb2d64f2627eb7,Intentional,Unspecified,Undecided,
ac8cf1574e26f9b4fbb570c2d6f21c06,Intentional,Unspecified,Undecided,
d98e6cc188736e201c37f3a88d356e25,Intentional,Unspecified,Undecided,
e194b990badf9f91d0d5a8545e869429,Pending,Unspecified,Modeling Required,model for verify
3d99ad35c6c2541929a26f2d93e20cd3,Intentional,Unspecified,Undecided,
825b04b2c49912ed6fc0f4033a4dea8f,Intentional,Unspecified,Undecided,
293d30afe4f24771fef0115f5b440730,Intentional,Unspecified,Undecided,
49d2530521cfc65a10c17f8c2932caee,Intentional,Unspecified,Undecided,
91cf530c460f71ae1d4a5d75ffd68781,Pending,Unspecified,Modeling Required,model for verify
50fee2e0b312b355d39b54c0738201f4,Intentional,Unspecified,Undecided,
29332dd0326400cfd6b6ac0fa0238693,Pending,Unspecified,Modeling Required,model for verify
4a36da78b303e2d2c2dde5d2192293d6,Intentional,Unspecified,Undecided,
ad26d8eba97a14cac121987e897ae8a3,Pending,Unspecified,Modeling Required,model for verify
75e18640c8cca4a8f9fe0d5e1febe9de,Intentional,Unspecified,Undecided,
dbd8912841d3109ce2baa2d71b9f49e5,Pending,Unspecified,Modeling Required,model for verify
4faa402c47e5622f220dbb82cb3bf0a3,Intentional,Unspecified,Undecided,
df3b38a79273e17fcfacc6704682bec3,Pending,Unspecified,Modeling Required,model for verify
ecbd4cd66bb03a2e39a5c59c10d6bd66,Intentional,Unspecified,Undecided,
9fc0121881cf116a2e90e63fa6d8a77d,Pending,Unspecified,Modeling Required,model for verify
306d0a8e151f90ebacb288cf17e50863,Intentional,Unspecified,Undecided,
0cbe59437550cc4d13c339147204440a,Pending,Unspecified,Modeling Required,model for verify
8ee1450b5d94de468a4291caeb86ee99,Intentional,Unspecified,Undecided,
1f4e179e913c00ce66747e759ed6778f,Pending,Unspecified,Modeling Required,model for verify
7dc70ee14ea7e9369931feae59908974,Intentional,Unspecified,Undecided,
82ae03340df0f599ed66827430946fc4,Bug,Unspecified,Undecided,
474ec395cd1f64399c8429eeb5d1b023,Bug,Minor,Undecided,
ea35a7c9ea160a902c58305feac14182,Bug,Minor,Undecided,
08f903a20284e260e56b58484b1af59a,Bug,Minor,Undecided,
550a406b796653b50f38c56103d8cb82,Bug,Minor,Undecided,
6bb55610bce0c523fe3b0687807a1e74,False Positive,Unspecified,Undecided,
f8ed3c75058fcd728661c162c76e1559,Bug,Minor,Ignore,
e248e79ca76d7f385f3dfe7b92684569,Bug,Minor,Undecided,
be1b28b1e05e86ed25aadcbcbed6eda2,Bug,Minor,Undecided,
f6b8b804503487aafa47f2b8b215cc8c,Intentional,Unspecified,Undecided,
d71544008428975698de66b8605299a8,Bug,Moderate,Undecided,
1452846b1efc4c474c8d616c33ddac3a,Intentional,Unspecified,Undecided,
a9e2508bc99cda6ea42b9a5cd547f06e,Intentional,Unspecified,Ignore,
ebc20348543a34281512bb04af32a116,Bug,Minor,Undecided,
5bb442a6bd10190c7537b884a21b41e9,Pending,Unspecified,Undecided,
1b66379c62bc4aab63ec1262f84026e4,Intentional,Unspecified,Ignore,"3rd party, system headers"
f831c779ddc1ddb4ded24b58f3450891,Bug,Moderate,Undecided,
65d0664f0e5cfb840b7c7ad4af02395a,Bug,Moderate,Undecided,
0bdd15eec89e75f223d75ded355d7a43,False Positive,Unspecified,Undecided,
9f9a980eef81d27f04d51b13bcaa6edc,Intentional,Unspecified,Ignore,"3rd party, system headers"
60bce0bbf10a9f2e3687418ae8c20d5c,Intentional,Unspecified,Ignore,"3rd party, system headers"
d0ea6e25093fab20a74ab7464f60b1d4,Bug,Unspecified,Undecided,
0f97fffdd7a6a8a59790735328201de1,Intentional,Unspecified,Undecided,stupid
d7898f103da9e4a0189f491811eca344,False Positive,Unspecified,Undecided,if !d evaluates to true then true is returned and further clauses of || are not taken.
108b9919bba2fb489cc9418c9c22ee35,Bug,Unspecified,Undecided,
16f4e9c8fc98495d641cfe623697f183,Bug,Unspecified,Undecided,maybe
055ef0de7c977f34921646c8ca10bb44,Intentional,Unspecified,Ignore,"3rd party, system headers"
c2b1237bda5cd17e2e4465fba04e5e5f,Intentional,Unspecified,Ignore,"3rd party, system headers"
f468708adc4301580be77373e59a2483,Bug,Major,Undecided,
3e9614f0783f23b203a9c1f54b59c541,Intentional,Unspecified,Undecided,
7eb25f28c6dbe081e1e9059d85d0863f,Intentional,Unspecified,Undecided,
7498584a9917ec8398e531ae95f68830,Intentional,Unspecified,Undecided,
729365d4a39b5c3abb174bb91bde291f,Intentional,Unspecified,Ignore,"3rd party, system headers"
240fb163c0dbed912b10862820c0ce74,Intentional,Unspecified,Ignore,"3rd party, system headers"
6d84c4772d88f939f4eac3716f1cf3d8,Intentional,Unspecified,Ignore,"3rd party, system headers"
dd83e7959f24fdd39ddf3a795d52272b,Intentional,Unspecified,Ignore,"3rd party, system headers"
32cd378ec880b7916da125416e404752,Intentional,Unspecified,Ignore,"3rd party, system headers"
bb67df7600fd147990db79e8e0f7b401,Intentional,Unspecified,Ignore,"3rd party, system headers"
9f065d74250426b3e6aeccdc560e529c,Bug,Major,Undecided,
24df361fe0a417165172f72f5c973c2d,Bug,Major,Undecided,
394bb9f3e1a2fe0b3b410245b84e19cf,Bug,Moderate,Undecided,
dae5dbb316a2dfb48f8cd10bba7d2c30,Intentional,Unspecified,Ignore,"3rd party, system headers"
4b3dae529aad60cc9c9b5ddd61e0269e,Intentional,Unspecified,Ignore,"3rd party, system headers"
f7e5caac22157aa2f77bf074d59ab71a,Intentional,Unspecified,Ignore,"3rd party, system headers"
23b35609651f5efd38cb4d0a079bbfdf,Intentional,Unspecified,Ignore,"3rd party, system headers"
01b6c18e9d1047a0becb6272890df8b8,Intentional,Unspecified,Ignore,"3rd party, system headers"
7193d01075b4692a5a75a4cefb8d6fc3,Intentional,Unspecified,Ignore,"3rd party, system headers"
35455191df6448f1f1546a486bc8f95a,Intentional,Unspecified,Ignore,"3rd party, system headers"
e1491486fc8eacda50abe35f18d6a431,Intentional,Unspecified,Ignore,"3rd party, system headers"
d753f791771d0915497d081db2b3263b,Bug,Unspecified,Undecided,
ad64c14e970547f40df4bc00942893a1,Bug,Unspecified,Undecided,
b66baeabf450002824cf2a5a1ada55ab,Bug,Unspecified,Undecided,
bdd560f7e5c49afa8153ad0f12e17aa7,Intentional,Unspecified,Undecided,
46ac5e840ed655a184c5ec5e2eb3fcd5,Intentional,Unspecified,Undecided,
72fa8351c82da0380125f56606ee1175,Intentional,Unspecified,Undecided,
ea8a707abe0d70935ed62e11badadc93,False Positive,Unspecified,Undecided,
5f7d2e885feae759f5a77b07af5298ba,False Positive,Unspecified,Undecided,
bf54b4751cf612aa6d44f889bfa05633,False Positive,Unspecified,Undecided,
63f420b63489b8bd3eacd0fe9e2fca97,False Positive,Unspecified,Undecided,
1bf7bf5e654150d7d6cd21fb3b98d530,Intentional,Minor,Ignore,3rd party PW
8f2deca45a9e0d088ebfe7893eb58b90,Intentional,Minor,Ignore,3rd party PW
b4dc957e871d0653b12d8f8583f4d8c1,Intentional,Minor,Ignore,3rd party PW
4f1976c7591e3a1e7b1edc8c459b090f,Intentional,Minor,Ignore,3rd party PW
2991378c3c0f8f75eac769c0ab78e395,Intentional,Minor,Ignore,3rd party PW
5dc367c2a096f79346dbbe5467d25ecb,Intentional,Minor,Ignore,3rd party PW
87e4d33887fb975fb509897cc43bab9b,Intentional,Minor,Ignore,3rd party PW
d7d2732452748a2ab6f0d6858e3b068f,Intentional,Minor,Ignore,3rd party PW
1057f7924e026bceaeb075eb9b1a11c1,Intentional,Minor,Ignore,3rd party PW
6a92b48419f14f47a1c98a4f6286d8a1,Intentional,Minor,Ignore,3rd party PW
749158410290f3381f6fdee04545f2ac,Intentional,Minor,Ignore,3rd party PW
78376de2daf96702cde9c7fb4e09180e,Intentional,Minor,Ignore,3rd party PW
8653cd9d575384e08fd6b53329d4ac5e,Intentional,Minor,Ignore,3rd party PW
9ff201dab12b7e4ea0677e659c0d2622,Intentional,Minor,Ignore,3rd party PW
b969430393493f4e1860144717edafec,Intentional,Minor,Ignore,3rd party PW
e9a0c63954732afd460772712c1cbe97,Intentional,Minor,Ignore,3rd party PW
9a8ffe3f22d12e8afd4e54d2034dc605,Intentional,Minor,Ignore,3rd party PW
a7791f938cca00d8f18e393bb1b22ff9,Intentional,Minor,Ignore,3rd party PW
ee9932e3a71c0f0fe9bd4fa211e84435,Intentional,Minor,Ignore,3rd party PW
fedaf115d674ebc60323b4ce9ce122d7,Intentional,Minor,Ignore,3rd party PW
44e37771440f51db94a46b69dcdc444b,Intentional,Minor,Ignore,3rd party PW
9f6fce7bb78a65c0b55ef221489d23d0,Intentional,Minor,Ignore,3rd party PW
f6ba1972a4418cd04447c380d5c902ad,Intentional,Unspecified,Ignore,"3rd party, system headers"
8dd5088ec9fcf735ae86690972a657d7,Intentional,Unspecified,Ignore,"3rd party, system headers"
8a885f5ce1010f654a1a34df79a3acf2,Intentional,Unspecified,Ignore,"3rd party, system headers"
70bfc31613577f115bd113517cc5815a,Intentional,Unspecified,Ignore,"3rd party, system headers"
5ad1b87bf560eb47db3b4b25ce560013,Bug,Minor,Ignore,
2e38de87fa20414b9fbea71fdf18c0cd,Bug,Minor,Ignore,
4e2bd2aaa67a48d4c1437bcbc4464a20,Bug,Minor,Ignore,
ce192df241ce6975f3ae7a38f5fc1c57,Bug,Minor,Ignore,
88bc159a7983212f7a63452f76c96dfb,Bug,Minor,Undecided,
a2bac94212e9a9635ef68a2e792235d4,Bug,Minor,Undecided,
87772f51b2315afe31408239634773e1,Bug,Minor,Undecided,
099db0d4cc7a5a007c59e9ad8068bf37,Bug,Minor,Undecided,
1a1da1accd150987b93aa09fc00a785c,Bug,Minor,Undecided,
c08c5474b3d3db9d9cf4a6be58ea7ac8,Bug,Minor,Undecided,
a6378ac6d6e26c13d05f320d7ef44cba,Bug,Minor,Undecided,
bdcacbb61f9fda2a867d50abc37dae60,False Positive,Unspecified,Undecided,
ce2b309b8df25f36244ceb4fe8acb02c,False Positive,Unspecified,Undecided,
53c4e037d3d038568b5d935a3c31b889,Bug,Unspecified,Undecided,
fe7bde5d420c1924b31a849ccf5a3552,Bug,Unspecified,Undecided,
b5a10024d045a330ca1f4fa7223ef0dc,Intentional,Unspecified,Ignore,
9868326ccb45e95bf4e7c3cfe92ea3e6,Intentional,Unspecified,Ignore,
476b61e164167b894c09d34f228f034c,Intentional,Unspecified,Ignore,
12c81028a9408b0d701f078ef17cbc8c,Intentional,Unspecified,Ignore,
19feb73004a26cffb5787245437f0475,Intentional,Unspecified,Ignore,
19e2a67633ac55445abe1db512d0c178,Intentional,Unspecified,Ignore,
ceb0d87972235c5654c969633fa114a3,Intentional,Unspecified,Ignore,
2bfbfce9da89b2c3ccd5ccf15237d9bf,Intentional,Unspecified,Ignore,
24e1bf013196f4898c01a3072e0da7db,Intentional,Unspecified,Ignore,
0840874303ab6e210a5177f0272748b2,Intentional,Unspecified,Ignore,
ad05c9f8765bfeedff7e67f6fe5d95bf,Intentional,Unspecified,Ignore,
28f28edd76b5db2e4c2b711b5276e482,Intentional,Unspecified,Ignore,
850000a7f8fad549154fb71901eb7471,Bug,Unspecified,Undecided,
63c765846ebde4137b15be4c6b0f85e2,Bug,Unspecified,Undecided,
e157644572e5d6affdc0b6ec50ad0680,Bug,Unspecified,Undecided,
982a165db6523b70d30f7dba495e3eca,False Positive,Unspecified,Undecided,losing correlation between target.size() and target.c_str()
d5ade1d749058aafc2f7c43079b9d641,Bug,Unspecified,Undecided,
18cb716a9c162ba010528829454e53a8,Bug,Unspecified,Undecided,
fdfcf59821c352cff6c7a9aacd5ffe51,Intentional,Unspecified,Ignore,"3rd party, system headers"
47dea87949e1cef9dd9175f1ee759b73,Intentional,Unspecified,Ignore,"3rd party, system headers"
9e799592f01eaa39641bf452848c859c,Bug,Minor,Ignore,
e4a21172fae389b08128efd4b8604cb4,Bug,Minor,Ignore,
572b1756f800c84d6456b11227e60aea,Bug,Minor,Ignore,
fe1ae5ec3f7c030634536377e696252a,Bug,Minor,Ignore,
a8395adc648197314cd8bd4f6203e373,Bug,Minor,Ignore,
9c958d00d5b5c2fd8f055172a445ce87,Bug,Minor,Ignore,
7a353e9dbda78d3be0be91f7ad4b83c5,Bug,Minor,Ignore,
37fe77bd28cdfd83b96f896b36cb01a7,Bug,Minor,Ignore,
58fc6263825575e3ce27167bc3ce542e,Bug,Minor,Ignore,
67f0ca76a4066b34040cd60a65f797ef,Bug,Minor,Ignore,
33e58fdfa95aa4e07720697ca700d019,Bug,Minor,Ignore,
d4064643069ac5708d4603dcbdc516e1,Bug,Minor,Ignore,
ba64ef6a21ac9ab98d43117bb3ff1361,Bug,Minor,Ignore,
9d06c20fc2466ed63628478b08a1a99d,Bug,Minor,Ignore,
b32181d41cbb27ac0e9289c6ea64de22,Bug,Minor,Ignore,
ba20ab3dc6ae9cad82ebb4d7d3505bdf,Bug,Minor,Ignore,
434444ffd4bdde3f9805b36b94f75416,Bug,Minor,Ignore,
9a59b3d3630eec2562535fd7015a3c76,Bug,Minor,Ignore,
b545880b504bbd80b7cba13b69bffef7,Bug,Minor,Ignore,
f99d691f54577b77b63cfef946202332,Bug,Minor,Ignore,
cd5779bbf7e9dfe7b7538d8f94a21cb2,Bug,Minor,Ignore,
1162271751d23b407e6bcf95b517fe0c,Bug,Minor,Ignore,
6b963d7ad737d7fcde6317bb1b098d27,Bug,Minor,Ignore,
bf8fdb7c8621ae395083b1d49bdb5582,Bug,Minor,Ignore,
6c5a734f1fd7ba72fd0fd72771c61c2d,Pending,Minor,Modeling Required,model for verify
fbd15e0c65254bfc06c2bccde010292d,Bug,Minor,Ignore,
923ae57d65839697276fb45d6a8e9ae1,Bug,Minor,Ignore,
6c7071c774993af0bfa0856fbe06fd83,Bug,Minor,Ignore,
76056dba8c1851e5c67f58bf04f3717f,Bug,Minor,Ignore,
ef7e9817e15675f2edc8a844b61167dc,Bug,Minor,Ignore,
0dc0ed452e7ccdc3c2f7345c0014325f,Bug,Minor,Ignore,
49f2502427801804368ba732cddeb98c,Bug,Minor,Ignore,
0856cfcc2b30c512a887c4099ed5cc0c,Bug,Minor,Ignore,
bb9a08ac2c1a840ca9d1fda2f4e11bf7,Bug,Minor,Ignore,
f33701ac738b9e6d4b0bad6351bc9ffb,Pending,Minor,Modeling Required,model for verify
85a4682b900a31f0e6cce050ec7b8cc9,Bug,Minor,Ignore,
828c01467272dfcc231a2848cce69334,Bug,Unspecified,Undecided,
7906103aa6eddad80c3f0972553d64dd,Bug,Unspecified,Undecided,
e9f414dfa95c5638c2db949b1bbf1e45,Bug,Minor,Ignore,
6f1eeb2d09a3bdcc79e8cb002c7d580d,Bug,Minor,Ignore,
eca1e0ad9fe2ae620150bba61d409999,Bug,Minor,Ignore,
2adf3edf9f9da5cc7ee99ac9762122a8,Bug,Minor,Ignore,
8a058f1d93898c30453c54425b31afba,Bug,Minor,Ignore,
de8a6dde878f794ee881577f99821dce,Bug,Minor,Ignore,
7bfa88eacb79476998b45c9c3da832ce,Bug,Minor,Ignore,
afa38500605435c8ea5f5cca321ffc24,Bug,Minor,Ignore,
951537da0c455c66186d15e58dfd9f8c,Bug,Minor,Ignore,
f6e5030bafba8aff62eba6e25f4b6be5,Bug,Minor,Ignore,
6c8c3c3709a4a74eebea80643c2b0e92,Bug,Minor,Ignore,
d3b04ba595b03ee85520f0c86f1fa444,Bug,Minor,Ignore,
ce26b9f2e84e43544d609d14ebcde7dc,Bug,Minor,Ignore,
3d22c541a550ee4246570a88f87216c6,Bug,Minor,Ignore,
af6453967d81d69b51a2f9a4b1f2c9d9,Bug,Minor,Ignore,
1e368533312bd49b538faa7f6b0146d9,Bug,Minor,Ignore,
332855ae447da7627918470240af396b,Bug,Minor,Ignore,
609d29c49cebeb1a6f8822fc39d92613,Bug,Minor,Ignore,
9b8da4dfd3457352b7dfcf9a5c2b0715,Bug,Minor,Ignore,
bbb02761e3ee5aa283e3b1a2acaa23fa,Bug,Minor,Ignore,
1462e8a2d5c840a8bf105b6d11bb09d2,Bug,Minor,Ignore,
0ee13c78db12943817fe074e37c2d1ed,Bug,Minor,Ignore,
3ece7ed04d8980f102b0c178dfafb262,Bug,Minor,Ignore,
113972d36f0892ef07ce86495980ffed,Bug,Minor,Ignore,
904ee6bbc73ebf1a487c5116fbc0d1a7,Bug,Unspecified,Undecided,
2ab6e8843a7894d476c2fe00ac750ea0,Bug,Minor,Undecided,
502faef713bba022f612eafbecb5e3b2,Bug,Unspecified,Undecided,pending SERVER-3711
ab9c28235658f9d2f1d03637a36bba08,Bug,Unspecified,Undecided,line 4447 or 4442 already short-cut loop
655e03dd9da333f6b35af7b07ed8b078,Bug,Unspecified,Undecided,
